company_name,rating,bio,salary,job,founded_in,field,other
Honda Motorcycle & Scooter,4.1,Automobile | Jaipur +299 other locations,20000.0,67.0,,Automobile,Jaipur +299 other locations
IGT Solutions,3.2,BPO | Jaipur +47 other locations,13500.0,83.0,1998 (28 yrs old),BPO,Jaipur +47 other locations
PhonePe,4.1,FinTech | Jaipur +391 other locations,12600.0,30.0,2015 (11 yrs old),FinTech,Jaipur +391 other locations
UNO Minda,3.9,Auto Components | Jaipur +109 other locations,11200.0,12.0,1958 (68 yrs old),Auto Components,Jaipur +109 other locations
Vishal Mega Mart,3.8,Retail | Jaipur +377 other locations,6100.0,6.0,2008 (18 yrs old),Retail,Jaipur +377 other locations
Hindustan Coca Cola Beverages,4.0,Beverage | Jaipur +258 other locations,7600.0,28.0,1997 (29 yrs old),Beverage,Jaipur +258 other locations
ArcelorMittal Nippon Steel,4.1,Iron & Steel | Jaipur +86 other locations,11700.0,3.0,10k-50k,Iron & Steel,Jaipur +86 other locations
Ford Motor,4.2,Automobile | Jaipur +130 other locations,15100.0,67.0,1903 (123 yrs old),Automobile,Jaipur +130 other locations
UBS,3.8,Financial Services | Jaipur +19 other locations,31300.0,2.0,1998 (28 yrs old),Financial Services,Jaipur +19 other locations
DTDC Express,3.7,Logistics | Jaipur +270 other locations,20000.0,67.0,,Logistics,Jaipur +270 other locations
Bajaj General Insurance Limited,3.7,Insurance | Jaipur +303 other locations,10700.0,58.0,5k-10k,Insurance,Jaipur +303 other locations
