company_name,rating,bio,salary,job,founded_in
Swiggy,3.7,Internet | Jaipur +230 other locations,22.8k,274,2014 (12 yrs old)
Hero MotoCorp,4.1,Automobile | Jaipur +364 other locations,15.7k,2,1984 (42 yrs old)
Cyient,3.6,IT Services & Consulting | Jaipur +48 other locations,27.4k,78,1991 (35 yrs old)
SBI Cards & Payment Services,3.6,Financial Services | Jaipur +435 other locations,,,
Kalpataru Projects International,4.2,Engineering & Construction | Jaipur +321 other locations,13.6k,1,1981 (45 yrs old)
JustDial,3.5,Internet | Jaipur +229 other locations,15.4k,51,1996 (30 yrs old)
IQVIA,3.7,Clinical Research | Jaipur +63 other locations,30.6k,19,10k-50k
NTT Data,3.8,IT Services & Consulting | Jaipur +79 other locations,35.8k,123,1988 (38 yrs old)
SBI Life Insurance Company,3.7,Insurance | Jaipur +655 other locations,11.7k,5,2001 (25 yrs old)
Nagarjuna Construction Company,4.0,Engineering & Construction | Jaipur +295 other locations,12k,10,1998 (28 yrs old)
CBRE,4.1,Real Estate | Jaipur +91 other locations,18.6k,18,1906 (120 yrs old)
TVS Motor,3.9,Automobile | Jaipur +349 other locations,15.8k,64,1979 (47 yrs old)
Schneider Electric,4.2,Industrial Automation | Jaipur +119 other locations,24.3k,24,1999 (27 yrs old)
Persistent Systems,3.6,IT Services & Consulting | Jaipur +41 other locations,44.5k,229,
State Bank of India,3.8,Banking | Jaipur +617 other locations,11.5k,10,1806 (220 yrs old)
vivo,4.1,Consumer Electronics & Appliances | Jaipur +414 other locations,12.9k,10,2009 (17 yrs old)
Ecom Express,4.0,Logistics | Jaipur +775 other locations,9.6k,,2012 (14 yrs old)
KEC International,4.0,Engineering & Construction | Jaipur +313 other locations,13.4k,4,1945 (81 yrs old)
JBM Group,3.9,Auto Components | Jaipur +117 other locations,14k,41,
Nagarro,3.9,IT Services & Consulting | Jaipur +49 other locations,32k,962,1996 (30 yrs old)
Varun Beverages,4.0,Beverage | Jaipur +379 other locations,11.9k,36,1995 (31 yrs old)
ITC Infotech,3.7,IT Services & Consulting | Jaipur +67 other locations,29.5k,84,2000 (26 yrs old)
Home Credit Finance,4.0,NBFC | Jaipur +136 other locations,9.4k,104,2012 (14 yrs old)
Bosch,4.1,Auto Components | Jaipur +130 other locations,20.7k,239,1886 (140 yrs old)
Randstad,3.7,Recruitment | Jaipur +352 other locations,16.4k,9,1992 (34 yrs old)
EY Global Delivery Services ( EY GDS),3.5,IT Services & Consulting | Jaipur +56 other locations,,,
Hewlett Packard Enterprise,4.1,IT Services & Consulting | Jaipur +103 other locations,27.1k,218,2015 (11 yrs old)
Mahindra Logistics,3.7,Logistics | Jaipur +233 other locations,2.8L,356,1986 (40 yrs old)
Utkarsh Small Finance Bank,3.6,Banking | Jaipur +407 other locations,10.7k,21,2009 (17 yrs old)
L&T Finance,3.9,NBFC | Jaipur +633 other locations,,,
Aditya Birla Fashion and Retail,4.1,Fashion & Textile | Jaipur +292 other locations,13.1k,78,
OPPO,3.9,Consumer Electronics & Appliances | Jaipur +410 other locations,11.8k,9,2004 (22 yrs old)
Dell,3.8,Consumer Electronics & Appliances | Jaipur +117 other locations,28.8k,19,1984 (42 yrs old)
CARS24,3.4,Internet | Jaipur +173 other locations,,,
Havells,3.9,Electrical Equipment | Jaipur +260 other locations,15.6k,31,1983 (43 yrs old)
Intas Pharmaceuticals,4.1,Pharma | Jaipur +148 other locations,17.3k,53,1977 (49 yrs old)
R1 RCM,3.8,BPO | Jaipur +46 other locations,21.2k,154,2007 (19 yrs old)
Tata AIA Life Insurance,3.9,Insurance | Jaipur +442 other locations,14.1k,690,2001 (25 yrs old)
Hyundai Motor India Limited,4.1,Automobile | Jaipur +287 other locations,13.8k,4,1967 (59 yrs old)
Deutsche Bank,3.8,Banking | Jaipur +42 other locations,36k,399,1870 (156 yrs old)
Motilal Oswal Financial Services,3.7,Financial Services | Jaipur +168 other locations,12.9k,40,
Team Lease,3.9,Recruitment | Jaipur +396 other locations,16k,,2016 (10 yrs old)
Berger Paints,3.7,Chemicals | Jaipur +353 other locations,10k,114,
VE Commercial Vehicles,3.9,Automobile | Jaipur +179 other locations,13.9k,8,2008 (18 yrs old)
Lenskart,3.3,Internet | Jaipur +240 other locations,13.2k,122,
Thermax Limited,4.2,Industrial Machinery | Jaipur +250 other locations,,,
Bajaj Auto,3.8,Automobile | Jaipur +317 other locations,14.5k,,1945 (81 yrs old)
Macleods Pharmaceuticals,3.7,Pharma | Jaipur +133 other locations,15.5k,10,1986 (40 yrs old)
Aakash Educational Services,3.2,Education & Training | Jaipur +244 other locations,13.6k,66,1988 (38 yrs old)
Kogta Financial India Limited,4.7,NBFC | Jaipur +259 other locations,1.8k,115,1996 (30 yrs old)
Jubilant Foods Works,3.7,Hospitality | Jaipur +262 other locations,9.2k,189,1995 (31 yrs old)
LG Electronics,3.9,Consumer Electronics & Appliances | Jaipur +298 other locations,11k,,1958 (68 yrs old)
Royal Enfield,4.2,Automobile | Jaipur +373 other locations,14.8k,20,1901 (125 yrs old)
Hindalco Industries,4.2,Metals & Mining | Jaipur +127 other locations,12.4k,5,1958 (68 yrs old)
Jindal Steel Limited,3.9,Iron & Steel | Jaipur +172 other locations,15.3k,24,1979 (47 yrs old)
HDFC Ergo General Insurance,4.0,Insurance | Jaipur +324 other locations,12k,10,2002 (24 yrs old)
John Deere,4.0,Industrial Machinery | Jaipur +155 other locations,15.2k,1,2001 (25 yrs old)
Tata Communications,3.9,Telecom | Jaipur +102 other locations,23.4k,34,1986 (40 yrs old)
DCB Bank,3.8,Banking | Jaipur +341 other locations,9.4k,8,
RBL Bank,3.5,Banking | Jaipur +284 other locations,18.3k,45,1943 (83 yrs old)
Cummins,4.3,Industrial Machinery | Jaipur +114 other locations,15.6k,8,1919 (107 yrs old)
Oyo Rooms,3.1,Internet | Jaipur +121 other locations,14.4k,129,2012 (14 yrs old)
Pidilite Industries,4.2,Chemicals | Jaipur +312 other locations,11.4k,,
Alembic Pharmaceuticals,3.9,Pharma | Jaipur +187 other locations,15.3k,67,1907 (119 yrs old)
Reliance Communications,4.0,Telecom | Jaipur +467 other locations,9.6k,,2002 (24 yrs old)
Publicis Sapient,3.4,IT Services & Consulting | Jaipur +46 other locations,30.9k,257,
PVR INOX,3.9,Media & Entertainment | Jaipur +150 other locations,,,
Subros,3.8,Auto Components | Jaipur +88 other locations,12.5k,1,1985 (41 yrs old)
XpressBees,4.2,Logistics | Jaipur +474 other locations,8.2k,12,2015 (11 yrs old)
American Express,4.1,Financial Services | Jaipur +53 other locations,24.5k,146,1850 (176 yrs old)
Automatic Data Processing (ADP),3.9,Software Product | Jaipur +40 other locations,,,
PNB MetLife,3.4,Insurance | Jaipur +424 other locations,8k,15,2001 (25 yrs old)
Escorts Kubota Limited,4.1,Automobile | Jaipur +155 other locations,13.3k,3,
Aditya Birla Sun Life Insurance,4.0,Insurance | Jaipur +488 other locations,9.9k,,2000 (26 yrs old)
Aditya Birla Capital,3.8,NBFC | Jaipur +338 other locations,14.1k,1,2017 (9 yrs old)
Grasim Industries,4.0,Building Material | Jaipur +241 other locations,12.7k,4,1947 (79 yrs old)
Maersk,4.0,Logistics | Jaipur +49 other locations,18.9k,31,
Synechron,3.5,IT Services & Consulting | Jaipur +32 other locations,27.9k,58,2001 (25 yrs old)
Glenmark Pharmaceuticals,3.8,Pharma | Jaipur +184 other locations,12.1k,128,1977 (49 yrs old)
Birlasoft,3.5,IT Services & Consulting | Jaipur +50 other locations,29.7k,444,1995 (31 yrs old)
Godrej & Boyce Manufacturing,3.9,Consumer Electronics & Appliances | Jaipur +165 other locations,,,
Dabur,3.8,FMCG | Jaipur +320 other locations,8.8k,23,1884 (142 yrs old)
Samvardhana Motherson Group,3.7,Auto Components | Jaipur +93 other locations,12.1k,14,1986 (40 yrs old)
Kotak Mahindara Life Insurance,3.5,Insurance | Jaipur +257 other locations,12.6k,195,2001 (25 yrs old)
Cogent E Services,3.2,BPO | Jaipur +55 other locations,10.3k,1,2004 (22 yrs old)
JK Cement,4.0,Building Material | Jaipur +326 other locations,10k,1,1975 (51 yrs old)
Sodexo,4.0,Facility Management Services | Jaipur +156 other locations,9.7k,823,1966 (60 yrs old)
KPIT Technologies,2.9,Software Product | Jaipur +44 other locations,22.9k,43,1990 (36 yrs old)
Abbott,4.1,Pharma | Jaipur +214 other locations,11.6k,248,1910 (116 yrs old)
Aarti Industries,4.1,Agro Chemicals | Jaipur +58 other locations,14.3k,10,1975 (51 yrs old)
Reliance Projects & Property Management Services,4.0,Other | Jaipur +617 other locations,,,
Ipca Laboratories,3.8,Pharma | Jaipur +160 other locations,11.5k,36,1949 (77 yrs old)
Indian Oil Corporation,4.3,Oil & Gas | Jaipur +308 other locations,7.8k,,1959 (67 yrs old)
Reliance Digital,4.2,Retail | Jaipur +378 other locations,8k,,2007 (19 yrs old)
MRF Tyres,3.6,Auto Components | Jaipur +193 other locations,12.5k,19,1946 (80 yrs old)
Alkem Laboratories,3.9,Pharma | Jaipur +196 other locations,9.8k,13,
Johnson Controls,3.5,Industrial Automation | Jaipur +57 other locations,17.3k,5,
Honda Motorcycle & Scooter,4.1,Automobile | Jaipur +299 other locations,,,
IGT Solutions,3.2,BPO | Jaipur +47 other locations,13.5k,83,1998 (28 yrs old)
PhonePe,4.1,FinTech | Jaipur +391 other locations,12.6k,30,2015 (11 yrs old)
UNO Minda,3.9,Auto Components | Jaipur +109 other locations,11.2k,12,1958 (68 yrs old)
Vishal Mega Mart,3.8,Retail | Jaipur +377 other locations,6.1k,6,2008 (18 yrs old)
Hindustan Coca Cola Beverages,4.0,Beverage | Jaipur +258 other locations,7.6k,28,1997 (29 yrs old)
ArcelorMittal Nippon Steel,4.1,Iron & Steel | Jaipur +86 other locations,11.7k,3,10k-50k
Ford Motor,4.2,Automobile | Jaipur +130 other locations,15.1k,,1903 (123 yrs old)
UBS,3.8,Financial Services | Jaipur +19 other locations,31.3k,2,1998 (28 yrs old)
DTDC Express,3.7,Logistics | Jaipur +270 other locations,,,
Bajaj General Insurance Limited,3.7,Insurance | Jaipur +303 other locations,10.7k,58,5k-10k
